"","ALF1","ALF3","ALF5","ALF7","RPF1","RPF3","RPF5","RPF7","HAF1","HAF3","HAF5","HAF7"
"OG0009500",16.1560715347309,24.7251562520005,18.9296876778405,21.7058440597086,31.8732286689178,26.5878482565872,27.8111947279527,25.7740007908342,30.9343963201224,26.7160267687611,23.6255075049598,20.7326941073432
"OG0009501",1.19168484639376,2.26877897886867,2.43295365564376,2.54050763582247,47.8643509683925,91.2965462978072,133.673512356464,163.429454129168,19.8823620681303,38.1182731622567,57.547502712998,96.0009702339447
"OG0009502",26.3944376597767,21.9492794989796,30.1803184546675,27.0696557797558,28.9101948589886,36.0533775530701,31.3891564316017,23.2143710216104,26.2656875042952,32.3912568073252,23.5511491745815,15.5196497372171
"OG0009503",122.372422109973,105.58357835778,89.5685829638204,87.5018417712141,200.826249649854,119.72871020105,81.1093657430902,41.2158260288548,102.600141125576,76.3957772776205,49.9476629786604,37.6705641115251
"OG0009505",24.7740268399113,25.0106282080138,12.209910323719,11.1535627119646,18.5530076779626,11.6042709015338,10.9100397184514,9.84419929552636,0,0.0712514245022623,0.0584742251377167,1.6460867326316
"OG0009506",71.4468032129512,22.5454929693568,15.5074942011806,21.4871169744472,56.4018587267672,18.6496372016065,16.0287088155938,12.3116644476402,20.0406442027402,13.5087972635034,10.2859680809074,12.3629531062275
"OG0009507",15.9926179179325,34.4393256069105,24.9191063925704,12.7314901098788,10.8974970896587,21.1700989342939,17.2953435045581,15.3345515419266,11.0021175386779,15.7100842771405,15.9865954746474,17.4695702669589
"OG0009510",8.90459317233621,72.0766332886133,62.4489034375135,49.37228924103,10.6262939587274,94.2009307234115,97.2826333732655,99.932189329718,81.6538463747568,222.281582894541,110.998092320497,33.6770959844912
"OG0009511",16.5545457308827,27.2070048802249,28.9844894708404,15.8107567118848,24.6146932374034,58.1753945941834,108.479434619774,146.155918467422,14.9919808471673,39.1586143037923,47.2440586518152,64.0956520775369
"OG0009512",4.29158813173017,5.46840492163751,5.09935098427618,3.82182514628486,8.77428050134907,12.7612013817131,13.9973679045259,12.1413809015036,6.353022904617,10.7646325816175,7.76735023469,5.92630136790897
"OG0009513",2.95539591327778,14.0107297351216,7.19178648418715,5.33616799584,2.43537957934212,12.2243514604798,5.64614463821374,6.25574662480971,13.7722706959451,19.8126012400027,20.5926184122536,17.2489781739153
"OG0009514",63.7471504784053,149.885850945014,536.77119840045,700.917267578049,59.1422187274137,107.437716197284,176.287519346064,203.7685241696,0.0283532721619248,0,0,0.0522010564331413
"OG0009516",51.1382628717729,113.432765137573,182.181675425083,242.945885155464,21.9621157693266,34.5788622080378,37.1031938415427,41.9969810805554,45.0076547603331,46.3591768673218,36.577350764813,30.6062167381244
"OG0009517",5.57800539745085,4.80702855356595,6.42934249698298,8.04294191549337,8.02063790642977,4.32245177282638,4.7304048824855,6.80905786982321,3.97863950915213,3.91919896396031,6.82035456437483,10.1023999046964
"OG0009518",13.5694454549257,10.8239004820685,9.66074200285135,13.1723106808222,15.2613090219446,6.52484617452175,5.18356061283876,5.10835650083904,4.9437974916791,2.97166628578761,3.74458668696934,4.48983659444459
"OG0009519",1.64728119076021,0.512598792074697,3.38238608248517,15.5386498662854,1.60924980762142,1.15694246939077,13.6234102462547,102.298247793836,0.165888641975598,0.403864581100496,3.4838828607141,12.9203195795113
"OG0009520",26.8624714707111,18.2941236990987,5.70706703981155,4.60140442279179,22.2442396361754,11.5543392479729,7.99733569872646,7.17974153607481,25.0805181580724,13.4949959875661,9.37903767442316,9.31740096971596
"OG0009521",76.998296764308,81.013949621439,82.1385534014335,42.8848952133975,84.7478154349825,117.314785902011,154.620949415158,130.390484218511,45.5934702513908,51.3696359772779,52.7269117226362,56.5811820044571
"OG0009523",22.7697576062398,27.1158825010754,23.5403968531258,24.0648428820324,20.85287626255,24.1922125165333,22.7398391788552,18.8179033744566,12.957781154493,23.3840991217847,21.3808093025053,19.1993071295209
"OG0009527",6.84297921943382,6.81057164576052,10.7244073374859,16.7647200548868,8.01720411956313,3.78707838733792,3.38304439774677,3.27397634391079,4.05967741559373,3.02779609937231,6.75434133217964,8.96371280862384
"OG0009528",12.9568988814414,8.91340293320456,14.2864871281854,32.9942014939436,5.66320088381347,4.97250069124926,14.2461517023116,26.8122446258206,12.8818339503784,11.5225755594219,27.5234390380063,36.9320336197009
"OG0009529",5.97629994736613,5.41783642218247,4.30730003450013,7.14532103122563,5.16343252092948,2.99614171746105,5.45974483304817,18.9998396943893,5.27980506637114,4.56436853645078,12.4917314298228,40.0927654332641
"OG0009531",19.5450214535556,7.06505091254628,14.3890832891624,26.6724826920696,10.3210817543964,6.96297102275378,11.5657111330407,13.5003812523939,6.01081239204688,5.83861167695757,7.15883407105634,8.80533926274045
"OG0009532",0.175440506879071,4.75557405707347,40.5930609472993,59.7942426282231,0.363031203493158,13.3949523009374,26.6007625030529,14.6465219530152,4.6320477500307,28.3258162690399,62.519695330389,61.9816895335597
"OG0009533",9.46597975252736,3.88944184971386,1.9953640997704,1.13471198189894,10.8822750841395,3.06956296480444,3.93398906316934,5.65200170155835,5.69636308386981,3.86371079006371,5.35808030418377,5.96128627555674
"OG0009534",13.7455327892903,101.215276021497,44.846749280965,2.84970460192841,0.178596671866905,4.91364908798489,5.38953290199032,1.92066706266955,8.66027506674654,6.45379974432343,23.511816581027,3.8786413432198
"OG0009536",2.55920208422721,2.64531258913523,4.0799043289645,6.98999407467155,4.72559545190678,5.41826319395401,11.9219609462341,16.7016822497245,3.82648703103086,6.29977723684511,7.62086194815363,10.6384570262354
"OG0009538",82.3126259936974,58.3570075573196,37.660801849808,57.3522356531066,80.7970807409655,48.399748187204,32.7506763092403,28.5965675481565,128.339344243095,83.0074722923066,63.195807466684,62.4133007579086
"OG0009539",32.6557497215088,65.7601238312097,175.9773168907,379.001872912561,41.9421107181205,93.5568139313436,157.235047823419,276.742455069591,56.1299644834655,81.7238370572886,142.482930035527,199.284957165463
"OG0009540",7.13716768778897,5.70978849785611,3.43990877198438,2.59537182969357,7.40025422888482,5.54472889365365,5.17756485176059,5.73028733318523,7.21509254721882,7.44866726554577,7.18948571049675,6.73802745824317
"OG0009542",6.87847526692044,9.24318750967144,0.695890692407818,0.160733947808041,7.23503883571794,5.62167924102926,2.44765209585745,2.46199975289825,10.8801883390464,8.57811478231708,4.18590651528607,3.42846779531872
"OG0009543",8.70253183063688,1.36826966097527,1.85809120616431,3.16021418810813,3.65059849291656,0.650523066649243,0.510016371186183,1.24450587850552,6.957355286897,7.40349897328536,6.97139602163295,4.4956254812282
"OG0009544",4.7396047791025,10.4435376432344,23.6413222156269,25.3372005146721,19.2134795530002,44.3690123093776,81.8511896939397,58.9184562271206,15.1321886070761,48.4182275412793,127.509096343645,65.1690099647651
"OG0009545",16.508432345224,6.94391058815699,4.86738531821724,4.91595048220229,15.8577214882457,7.51690454108049,8.06860342931426,8.97382280575342,7.05264069715371,4.41342977342578,3.358745367674,3.93431464833327
"OG0009546",8.891794240691,10.6267317907605,9.22030248998415,10.7326840001964,11.119861647232,14.1541379928968,28.3898793685309,36.3865456648376,14.2365227919365,23.3590658334246,30.9807462858492,28.491260572606
"OG0009548",9.54696897388231,9.77163919809249,10.7646805699738,8.65160903339407,11.8327701172844,12.6375354601504,10.1135608836734,9.60223026094733,16.8243362654618,26.7323087602454,33.9492451423343,35.1631343206365
"OG0009549",5.92605184647259,28.827148751882,34.3290175432026,25.820642271201,6.89184053125522,15.2608651668626,21.2515207260215,20.2125245815522,10.2167198772966,14.3162049674911,20.0315726129612,24.8945263159972
"OG0009550",31.1320826531645,14.4828453241641,17.1911136453672,26.8226709229845,25.5333239301611,17.3339642529502,25.3202001339099,30.7547418755915,37.5301226245196,33.8133746710613,31.2928361372366,28.357801041417
"OG0009551",14.764623633929,29.5659467107617,28.7571425383398,12.6870291269157,10.3528696924017,46.470506150603,62.4982489553623,53.7690725937164,8.33537302774636,27.8595818138067,31.1869567358354,35.7724064000061
"OG0009553",138.208330942089,7.68104664765606,8.1283798924716,9.47485599402766,157.747889218143,20.0231084652137,10.5591247356126,5.68034885311343,60.0707339431774,9.96943415676265,11.6330958664269,10.1848473792705
"OG0009555",13.6109442410135,84.0551003460611,400.324478192254,377.418315465307,40.5156774632928,184.192781283121,476.982972461787,571.661995157736,41.1950904661332,158.854867161767,313.102150076229,397.033982677967
"OG0009556",18.7633903950705,9.90575512795086,15.4915752334486,23.1643582980523,35.1702345647423,13.4239016890628,14.9531099815178,12.8568350257438,16.0411029920321,18.0780622525298,27.1578262090159,37.3256750977225
"OG0009557",7.96920517903719,3.95756168439347,3.84821430279917,5.79256183844603,14.7828950259597,7.45783801621678,9.11305586900774,12.5024908585936,9.21330843078477,9.88367962944022,10.043335757593,9.5319446817512
"OG0009558",30.5941979669333,34.0995739590334,58.2735276596521,74.2746951448491,23.5112901694914,14.4942891182674,14.7261496219359,14.8487306949237,20.3686865027456,21.1694070369658,23.2942706275321,23.5991528465784
"OG0009559",56.4448804727921,188.904519860809,360.380029914489,237.151774758458,103.768290302817,450.563946192529,712.123007599935,608.630117452833,126.144662220281,414.017271733723,383.891949482738,474.423935203225
"OG0009561",21.7607799080117,20.0484197768691,16.8581804276042,25.3298977351402,26.8750498403719,19.2477074027249,21.8276318986461,24.2132642010753,16.2247701197519,15.096888807063,18.6204230091825,22.8880400238034
"OG0009562",2.14323645481257,3.06567435611492,0.824585735043653,0.97746453278992,3.6093083731602,5.38895447432039,3.01031655908692,4.26319149906572,6.73432729700427,9.01768800148103,7.17653654816087,7.81261814052425
"OG0009564",29.6504705015512,40.6120197793623,73.8257518767866,152.382405172714,27.041668497748,28.8859376799258,12.7947182991493,8.44656887920862,15.0930273065182,8.22752962142971,14.5530351397778,33.3157987696785
"OG0009565",0.457963066687841,19.7290034184866,31.708899323936,40.640851548507,0.618535011378811,6.25989302882297,6.45923638719581,7.92458373742357,10.5547605132145,7.97002239540483,10.1314106033334,19.5873018300175
"OG0009566",73.4199382120628,74.9412092952443,88.4183464987809,118.88099865877,59.2045044283926,51.2588028676221,52.8731202195363,32.5648692574966,100.843723580243,60.8609189037375,46.2603167557344,32.1247059947218
"OG0009567",8.87453125838619,7.72416061412707,3.44808184694655,2.81812903244052,25.3680746155148,33.8239886446973,25.6716603216285,29.296805241144,9.01324096268014,15.2467839841683,9.5860779469562,9.17489116186189
"OG0009568",0.565714847905609,2.04642858528243,20.8395393224708,28.5118736756477,3.35438588476145,46.9970759415797,93.9928186095128,102.60377008308,2.49053004265338,9.1843704787564,13.1898504901572,18.5829378882682
"OG0009569",3.54233224479013,3.02173560523075,1.30069047481089,1.24558133882629,3.41319541948433,3.22250656222939,3.82637765107494,4.44665899053087,5.11591531405208,5.65529670374044,6.34675291329004,8.57553751385523
"OG0009570",8.32200631619529,11.8678530777333,8.7087516465199,3.43282740525369,35.0912527192063,21.5516183750065,14.9518944403421,12.5564684511597,24.2145725532979,21.6726643555424,14.7118464927472,6.60059079445743
"OG0009571",20.1510710148848,26.5429456975757,35.9713027258308,56.8674497316559,11.1093219251024,10.3453065226996,11.3157107127317,8.23003873350452,35.5651284127812,15.5584391337756,19.8983418666122,26.6814911924709
"OG0009574",0.14280626294394,12.9962565347198,10.7763545953963,11.2436639587482,0.937844418035357,29.6267372556261,11.7364254228588,2.15963790013592,2.94475419111412,4.41436680768145,3.60450740493406,2.11125691656686
"OG0009576",25.1737403408058,10.1883593505388,7.36937380848838,6.63486626817421,12.8909805303151,6.03380344914842,5.95625335506184,6.8904476157096,0,0,0,0.662823650886961
"OG0009577",40.1936198795814,241.479749038209,2037.75879035646,3170.68374076005,0,0,0.0428592733203343,0.102467739553781,0.0128843995251248,0.142022608966097,0.044998582415866,0.0526236091541833
"OG0009578",12.8124864393428,16.0919687989864,19.3984959484197,17.7139988977723,14.0795532020025,14.4924570048302,15.3181420999442,14.7177011591535,18.6436069230524,22.825137025931,22.763903881044,26.1772469049774
"OG0009579",3.21598468254269,2.00842091928702,8.72970210894654,8.22347236063256,4.46617044967366,6.67590025936425,44.3710356096258,180.805851238978,6.58385816248765,10.7466016329833,26.8322856378494,30.8845632317653
"OG0009580",3.65547609536319,19.7101783204975,39.8228931820057,20.2874045826671,8.50336717999028,41.3599101128192,62.2915735869097,76.8504012347787,15.2810504542475,50.7178636092089,60.098818728178,70.6265674971452
"OG0009581",29.1950869688217,13.8686660720314,23.1166397909011,22.2521670775073,30.2313419410995,45.1845023796754,53.5046956177498,30.0370781381849,38.0424580084389,71.0732491894664,33.0635495690329,26.042040444046
"OG0009582",107.676215075273,72.3042725825183,86.0307905621772,78.7280924520435,37.3153185156222,32.7482159027247,42.6505946608285,45.9787394061832,33.5171718484172,41.2000707743841,120.046705103701,101.409745452893
"OG0009583",18.6234670594626,8.75443180099797,7.25367437100429,5.15029294946759,27.3685095030107,14.589809112075,11.2535785779143,10.0997983504205,21.670923635328,15.2629209275439,13.3669490532609,10.9704146423717
"OG0009585",0.00734384332251117,0.307106864815236,10.3426593013922,12.4326631651362,0,0.0735804096025977,0.209032835895216,0.157448165612378,0.538454563212942,1.35771671907024,7.54370058505881,12.3312128362706
"OG0009586",0,0.210249624429414,34.7774991649853,32.4126454402137,0.020225212824134,5.47145454205082,32.5419969390179,25.5103554917682,1.26796674681014,9.96523376670965,26.7910828156148,20.1346725408859
"OG0009587",18.3960989258225,4.41008941201691,7.51093518607624,14.524407094952,15.298702459801,5.84931170129145,9.01524238179692,8.97649929787559,8.00163123884645,5.50390447200048,6.82730419928532,9.53059121892488
"OG0009588",9.97208005343152,8.3343821020879,4.44894911588809,2.379518643889,6.73103806758886,2.49166618242529,0.869975285631618,0.8838501675011,4.79851718334683,5.16138225049174,3.47068931495762,5.46352794778309
"OG0009590",4.24459480640397,3.04911165951026,8.466558204425,10.0988718321775,0.284510768608192,2.05237202341086,3.75677548595414,23.1149913564899,1.52411036236195,1.67481444431714,3.57673875138532,7.67400812784464
"OG0009591",5.13531679694588,2.70563533330521,3.28209853599667,17.2206131241604,2.49279043936681,5.76286281226539,5.3077791435254,5.31829938847539,36.1986300371075,45.4792951853942,48.0467445584852,42.9017776363255
"OG0009592",14.2163006250631,3.96195622025373,5.66636797070731,11.0531279050472,20.996345340354,10.4810360148343,5.68190621534943,5.54785091498045,5.8458874706409,4.86358610233621,5.54698179547794,3.46158458609875
"OG0009593",2.14083642245775,7.73252993446405,47.1740536220772,58.7618839278508,13.8711559329574,33.2075891693354,67.4733965766856,71.0436775041185,7.20897934137628,7.69269328436121,11.1348931069087,13.4953365082858
"OG0009595",8.95082439203874,17.8586918429244,24.6302041266854,24.8139733476871,7.75320235597404,19.2297126185457,27.5082108067717,35.1942434879873,15.9598479818211,29.2280091590513,36.0808635035455,45.5963398963893
"OG0009596",2.50104381809385,35.8722520227952,268.26984212372,613.400305697066,8.8728352603673,78.2022909174708,328.341809005218,536.352003549487,19.4071872356882,72.4432499667032,211.378729554549,326.168193902312
"OG0009597",10.5788518393353,8.97525231836099,4.8112662354603,3.78385150072404,9.14706994750339,15.029516732529,15.2256914507243,8.0995329135196,9.76230689920904,10.9310829232094,9.48379909288356,10.988881594644
"OG0009600",10.8376250141397,27.8477000799131,19.6724556981232,5.56029347069003,21.9171518196358,36.022104109962,24.806883481661,13.8080859681076,9.96417556657986,18.7899487506742,15.6499881113383,10.9440227308268
"OG0009602",12.1840025481452,34.7982133812216,115.719130835487,177.783488082194,20.8420018164885,9.26340925415377,8.29815361934239,49.3620897523723,13.9529571002898,22.4592890721403,43.1155541640138,77.4318230414263
"OG0009605",151.370012952818,46.7097796587265,49.5867742506214,58.7870008126489,95.3990878375845,32.7953502666222,30.520949558513,27.8991264005999,61.6526087254126,38.9262221597933,22.1192485843389,16.4545427085061
"OG0009606",13.8417768066076,33.7247647945664,23.7131141940191,33.058611719181,6.93775688205365,18.3767467228541,28.0795141006584,44.4521842441885,27.8011713899147,41.3207944189841,49.9003891628097,52.4359627059911
"OG0009607",12.7549849849259,11.9698994587302,8.68706027979667,10.2963558683407,16.0925309776906,11.2472714593147,10.1349036204526,10.9804240097075,14.4833673238607,14.5046332734703,14.9372318411576,12.6627268945697
"OG0009609",5.98049285152321,13.192353337797,31.9588113422319,30.3790081812509,3.22850062767554,15.7748257299601,20.6862224648336,33.8271983864572,23.9445535809793,56.0361304295817,85.8956998069748,68.3183976053412
"OG0009610",12.9793237667447,19.3666730652721,35.028112139454,17.1219445971022,5.81062429603467,14.492344731366,15.2880922007807,6.41898285107089,7.430864362607,19.0979636041124,10.6761292768302,7.12943250647772
"OG0009611",6.34025607963777,31.0931418123099,97.1770642434569,96.8261354111069,16.7721838169321,75.6124179011274,107.343634317273,74.185856856226,33.5792659019876,105.592195917783,149.314652334036,226.305487771161
"OG0009612",5.57628803920243,9.58405114336972,6.39608698685112,5.3652859281253,4.47294047082786,5.44189408451531,6.62803261315274,10.0270674612744,5.89150358204455,8.73789289013635,11.8822484122577,16.8856217660227
"OG0009614",7.41952510475565,7.19407847126134,3.87604182581231,3.08116753725059,5.23229947934332,4.82704365983474,3.18350727538826,2.64491110383255,7.18417146619344,2.95889537317677,1.99617167318475,1.33371411590411
"OG0009615",8.44086393434461,5.90603760487742,5.81842583995595,3.23063706329328,8.97809219146887,4.49784201848316,3.72459248969617,3.66922337328532,6.2564835344969,6.43462925813098,8.94093128291559,9.26680988231476
"OG0009616",0.0566971553296252,10.1567087955492,0.229885847000692,0.0600005091787997,1.08947024904819,90.1833220687926,84.1978913350036,50.0233856966089,24.5755866603743,41.9345949344526,10.7769587107712,0.678167344012898
"OG0009617",64.9504524677715,75.7574245856416,26.2107808586563,32.2880647373075,64.7757069748617,56.1229284618639,38.0216510374208,31.6821749386203,40.6987979650689,15.6504989221348,9.34705603968912,8.70087954206909
"OG0009618",9.67395575885798,16.4190030026944,22.7140736598572,40.122617628521,11.9400404866804,14.6602035488948,7.99154721096577,10.6430314693095,12.7405867612102,14.5383543727377,14.9791605297627,20.6246823746766
"OG0009620",5.79044701035704,10.8325101627395,33.1371793298282,31.4024864684864,6.03090678235024,17.6291132389316,19.531916801691,31.5870479296026,18.3202455750097,30.4485722802699,73.1723138809108,93.5085202852625
"OG0009621",8.96542001298088,5.42035114621678,3.19733210293252,4.04276834266819,3.45486794846002,4.72164402965978,5.30164896108304,5.04054953711845,20.8365915107004,21.3372386852427,8.24104577459789,7.05642741858126
"OG0009622",4.77531084259804,5.02938317090577,1.68537810990054,1.4131025512173,5.97735611369118,5.93880380658598,3.98884382981364,5.22387865492569,13.9106038386748,13.8439417297498,11.7001122645816,13.6576029200622
"OG0009624",79.4645690935785,373.729910719421,1328.67274152125,1083.11859080817,218.834500794218,924.896850596622,1460.54548598881,1043.1344472159,291.633183054627,1122.32783060102,1168.23409858553,718.74724136022
"OG0009625",14.2927828303872,11.5260308073683,15.5761950223058,20.1204293539607,10.6294098031038,9.32931540633874,10.9996177912304,12.1531973516398,9.30202813010239,10.8724809922968,10.9408958337543,14.1602139412472
"OG0009626",30.6594936505872,16.8965407826825,33.7396310593148,17.971868936899,48.8713476438283,56.4228866383216,99.6720966249187,85.32110775228,33.3477584527733,68.801799654245,49.9550425957783,34.7485138922661
"OG0009627",14.0332538386754,14.9533119592143,13.4925637668292,13.6523021268166,15.0164138431612,15.8469862870746,16.948880643414,17.9273589523876,10.3610460706333,8.40606105188099,7.3806771493423,5.68861134395084
"OG0009629",2.04499955124817,8.7267335439429,32.9245632739715,62.394938371508,3.12552646693675,10.7963803090148,37.7927890213316,53.9910003417399,8.61134565200065,30.8193894473802,90.2671630078934,115.74274510296
"OG0009630",9.00100442449341,23.686794349352,16.8408160519347,16.7851237827006,12.0393216318965,13.4254211498727,14.046490811754,14.2439261754837,14.1972933777455,15.1628166813642,18.1451837030142,15.5218886845759
"OG0009631",8.01852009034896,10.8321008633107,9.13602970433728,8.08296789474947,6.33980970945587,9.78890733418667,11.8170828122016,15.768757905677,11.8822783298478,17.5348665953485,21.3641000331769,29.6214373876475
"OG0009632",6.58559036570637,9.16889856920793,4.3999434596276,2.30406279479852,6.80549470637604,9.47679268008472,9.68149957912442,9.85294553303949,14.6042441261684,18.5339980285463,15.117607160618,13.3285106369268
"OG0009633",32.6809920634311,17.9954520410419,10.8329847705569,8.13677199921743,15.4939707195977,10.4047889588694,15.6228584423799,20.4396896337709,19.2708702123404,25.859492176362,32.7441168723408,47.540249165206
"OG0009634",7.21814389171776,4.50214668210746,4.06052307615246,3.90734393288496,7.52233484623214,4.96412411799356,5.37908916464274,5.77296324108459,11.9348181282761,14.8564596154803,12.1424095970187,11.8332326802809
"OG0009636",7.90407729652697,29.4596714252391,28.5307083283499,16.4196895753706,5.88154455650493,43.2859959759081,35.5896949964846,29.5747015650456,68.3045473348901,128.344288288944,94.9714224630813,67.6660992585262
"OG0009638",7.93586441160259,4.76834726108939,3.14829841743902,1.41422866609185,8.68366669375734,6.41084866258349,5.60892910621631,3.03595678567631,5.96494545041929,3.65196833486724,1.22409014186779,1.61977003828471
"OG0009639",24.943061431399,85.1304620181218,120.361603371295,44.6219734363811,41.3013538118332,150.06261583597,142.304915975735,72.2843644317662,23.1006329801836,63.7651213309399,33.3530502033814,18.651217479659
"OG0009642",121.240998074514,316.981496487781,805.85797430526,749.337795561734,105.940805069028,342.213317762952,353.294254199645,210.670724053881,110.259722578172,404.008738921397,272.597709067638,74.6320015430786
"OG0009643",6.93412944418772,1.27149199938591,2.35363719658652,4.35805904534123,9.08267322670926,2.52588865825309,4.59769593758505,3.73112585210253,4.1049782210015,4.30952534659818,12.7754097419592,11.2851855241389
"OG0009644",6.54744580461302,2.33669418110387,1.36788733960276,0.821621016676399,8.87202028774241,5.28076093673676,5.58783039915412,7.90617731264766,3.0821939165145,1.99996481529753,1.75148556840789,2.12245632815445
"OG0009645",24.0481952407827,13.8585602538281,12.0631429656366,12.6540508786605,34.2566454116264,17.4819334074509,17.559368306403,20.3855723908876,9.09341417270002,7.0895922958231,6.42430790451477,10.6811894181335
"OG0009646",10.0030870024657,8.86020177030304,4.254060109904,3.72468786750115,6.34639965153782,6.64027650541003,5.90025028490666,8.34143233511915,6.03475071846022,5.73497890950314,6.17286847873928,7.92091682487639
"OG0009647",22.6584660758734,28.5910549639968,17.1764599212271,17.3510058332148,27.1517620409648,31.1808763078272,35.4654409131674,37.4228452378023,32.3777036244476,29.1862429736066,26.4263011545066,25.083024744534
"OG0009648",2.24876132221531,2.92743947238456,2.20655073490169,2.25759059429425,6.07963577504692,6.87114674647707,6.38898670543696,5.99907435562996,5.20726211451714,6.7066703498388,7.1246602194363,6.1580064082448
"OG0009650",133.361849998701,67.7252845287792,11.5291714740122,1.36545433590674,112.01261404575,133.64299651836,34.4658536444393,17.8027567176879,150.548444466366,96.9807758449772,26.626308044843,6.14273105012933
"OG0009652",4.75696201916584,9.34181253551626,18.7749447814258,24.9285395514295,5.13426768402948,10.046101565799,20.3450959573069,33.0252952822071,9.03313524325039,15.4810069633663,23.9613164229516,41.8842879150308
"OG0009653",28.0949883786056,7.89625621456078,6.39429720384684,8.51087456873032,24.6158721042988,7.28870820547068,5.30584559061805,4.42825951977887,7.20225544862984,3.43609717324769,1.5186041497033,1.05966010708065
"OG0009654",5.64802967002726,6.5079661607281,3.49920207436468,1.98823432237141,2.90123591758563,4.30365941115553,4.91017883735473,6.05609380202658,2.77755324349743,4.25655079711982,3.74461715124925,3.79459296299377
"OG0009655",2.01350737718684,1.39102766609479,0.351152376746554,0.165290864740731,0.0314273129598443,0,0,0,13.0695593966692,18.7864859582536,24.4053498344579,37.0166718454875
"OG0009656",9.79514851886225,5.90225374739296,2.78229973036539,0.17094211242417,6.25109183014411,4.8050743658887,3.84775990046301,1.95028160744916,9.47346256558566,8.04362633412317,5.25372376703961,2.13881116131489
"OG0009657",5.86616070487567,8.63729156240757,25.4534948657322,31.4121688087687,12.1737159662991,13.5484365999465,23.4616399539428,28.4789785779586,12.5721945954437,11.8356041141165,12.6569342825392,12.9230256733337
"OG0009658",34.5968449154546,52.8577502376593,46.1548709426176,53.3368623368278,53.0508393707318,81.7242412204356,64.9792645184336,70.6475613724666,68.0872782847225,63.4638797839699,54.6106844692173,58.391190553759
"OG0009659",43.8729035494211,39.8400990801077,33.2545532017509,9.3169943943102,84.138801392769,133.28743087621,101.996842879646,36.6008525461197,46.3438928457835,61.1691856739676,22.0772340613097,10.0369127024991
"OG0009660",7.07638898533114,5.54520431918876,17.9801873215577,16.9953994697971,1.07457557290701,2.19279987111157,8.13810717661841,33.3464340964068,7.84498141758153,6.90439573899647,9.69070291174483,23.2493266805592
"OG0009661",7.41986815490834,21.2406329828488,51.57762115685,119.70421910463,5.12629555556701,8.89233205432759,29.5117955961778,39.1979608433592,6.21050656757366,10.9823241325803,32.9572815040733,62.7020086993721
"OG0009663",14.8798654333104,17.8153221330784,39.5638258071945,32.9948826579398,13.5619990597958,18.0145831566834,24.8765851134957,31.3626896568496,41.3790975720406,56.8994601073902,116.561721817486,114.186353254953
"OG0009665",17.1395704528593,9.95634816127546,3.74740729562978,2.44377411247669,14.2499196212503,8.89822007321349,11.9123038694756,13.2391434140047,11.6520336719722,8.27624020728851,7.22473513051619,8.14221438597562
"OG0009666",3.96957361902902,8.44539587756164,17.1664246668117,14.1611938519207,61.086070942916,23.7681052996439,11.6529048753209,4.94219478184156,0.547552962631611,0.665085050737597,0.813673270440415,2.19994898860136
"OG0009667",9.80810394945445,4.87848591793591,1.1862147118372,0.744198208656248,9.40523056784227,3.71052848063304,2.80627881279341,2.54667446428499,8.52158133646375,7.3715366564148,4.59020754952668,6.76072560618715
"OG0009668",63.6294203141055,122.835423786277,129.699744216785,173.409092464351,50.9139105971383,81.6397027169358,76.4596429732974,106.585923087035,91.4669828949861,107.342505830794,136.599589635719,154.143221151701
"OG0009669",126.442733567555,134.639012975207,130.031217221244,175.279839406446,150.59092369602,103.437708331904,97.8176408661824,92.307658607201,177.869325520622,95.4301498175443,90.1190589421089,80.667539086499
"OG0009670",34.941076827596,39.565523833746,56.4366890664469,85.7291791859891,26.3936978397861,30.8561620767662,51.2403108890969,49.0471600356628,23.3028012526883,28.690085707684,27.7142388752464,25.7662236428759
"OG0009671",5.63387478274424,3.95055708151173,1.80437476169598,1.7875454303997,4.67794784120285,3.33302059359957,3.36382557256888,5.17012449404006,5.78816025721162,6.13216057188026,6.70557955760795,9.31065029502123
"OG0009673",7.7780379895559,10.3463030811639,7.60393634610511,6.34060305489306,4.17358037421592,6.43680869265684,7.65455665989941,10.4578364227795,8.16053100196416,9.32698101157368,10.971192549673,13.1474537649421
"OG0009674",15.3904322988798,29.8233890878264,11.5454388113898,1.09526047471513,17.8024883877277,16.9039975377759,21.1022167998889,20.2936808004006,37.703977548159,41.2834278536821,25.6357357364704,6.3550380471438
"OG0009675",55.1748890428022,66.5517611024718,17.248548873687,17.8935542628128,46.2645355988649,28.4563761048856,17.4492499187799,13.1098964579964,55.9121523265726,33.095185128163,20.4121232854365,11.987660616049
"OG0009679",10.7066028926772,4.76244744293364,4.20581284312311,4.85682316222431,9.29689405589213,3.40012176480309,3.95938254661687,9.0899595727012,4.37116643376501,1.81944773104791,2.55346292854735,2.54916000055338
"OG0009680",8.63995565396636,17.8127502512456,35.9852629314909,43.6247412920256,11.4557637107147,19.0320876720377,14.1724560511645,11.2119594132774,18.7174171227197,25.7804321445013,18.6511117473295,12.5800839911315
"OG0009681",11.9545654103304,14.0180109270863,15.0731441852144,23.9344785700021,11.5540500409264,12.7552054824661,11.9395893555059,10.0546119100341,15.3967044592304,18.1922942873967,27.9578133382227,34.8970505394419
"OG0009682",16.1655179128917,13.0778864801167,11.0717406638686,15.7485449245178,31.3254977730377,21.3287701524295,22.5192298480982,27.3991832357294,11.4892742494761,10.3054616367474,10.4722432719564,15.6094727763475
